名稱,國家城市,服務性質,電話,負責人
台灣世界展望會北區辦事處,台灣 - 台北市,社會關懷,02-2591-7552,賴薇亞
兒少緊急短期收容中心,台灣 - 台北市,社會關懷,02-26341363,朱玉欣
台灣世界展望會高雄中心,台灣 - 高雄市,社會關懷,"07-7222740,07-7222748",
國際基甸會中華民國總會,台灣 - 台中市,宣教福音,04-2372-1331,黃惟饒
中華民國基督教全備福音從業人員協會,台灣 - 台北市,其他,02-2778-3107,曾國生
中華民國基督教全備福音從業人員協會桃園分會,台灣 - 桃園市,其他,03-3363262,朱麗貞
中華民國基督教全備福音從業人員協會高雄分會,台灣 - 高雄市,其他,07-374-1570,劉歷志
台北市基督教青年會協會,台灣 - 台北市,宣教福音,02-23118070,
馬偕紀念醫院台北院區,台灣 - 台北市,醫療機構,02-2543-3535,蔡正河
馬偕紀念醫院新竹分院,台灣 - 新竹市,醫療機構,"03-516-6868, 03-611-9595",蘇聰賢
財團法人台北市基督教勵友中心,台灣 - 台北市,社會關懷,02-2594-2492,吳易峰
迦拿婚姻成長團,台灣 - 台北市,社會關懷,02-2794-2412,鄒盛發
基督教恩福會生命關懷之家,台灣 - 基隆市,社會關懷,02-24520781,劉志宏
基督教歸回團契福音戒毒中心,台灣 - 新北市,社會關懷,02-2214-5618,陳建榮
加利利成長協談中心台中,台灣 - 台中市,社會關懷,04-2236-1901,阮伶 (Lynn Yuan)
社團法人台灣家庭關懷協會,台灣 - 台中市,宣教福音,"04-2232-8033,04-2233-9009",林和明 牧師
中華民國基督教全備福音從業人員協會台南分會,台灣 - 台南市,其他,06-5051888,廖海瑞
基督徒連絡事奉中心,台灣 - 台南市,書房出版,"0933-338-804,0918-485-670",曾振升 牧師
台北市基督教女青年會協會,台灣 - 台北市,宣教福音,02-23140408,丁費宗清
馬偕紀念醫院淡水院區,台灣 - 新北市,醫療機構,02-2809-4661,蔡正河 
馬偕紀念醫院台東分院,台灣 - 台東縣,醫療機構,089-31-0150,王功亮
台北基督教社會互談會,台灣 - 台北市,社會關懷,02-2536-1952,張坤池
財團法人基督教史懷哲宣道會,台灣 - 台北市,社會關懷,02-8780-7795,蔣寶玲 牧師
愛理你關懷協談中心,台灣 - 新北市,社會關懷,02-29437555,郭顏上琉
台中基督教勵友中心,台灣 - 台中市,社會關懷,04-2225-6796,許得勝
台灣信義會大里慕義堂,台灣 - 台中市,教會,04-2482-1236,劉珍妃 師母
彰化基督教醫院二林分院,台灣 - 彰化縣,醫療機構,04-895-2031,詹賜貳
戴德森醫療財團法人嘉義基督教醫院,台灣 - 嘉義市,醫療機構,05-276-5041,姚維仁
台灣基督長老教會新樓醫院麻豆分院,台灣 - 台南市,醫療機構,06-570-2228,
台灣基督長老教會台南中會台南基督教家庭協談中心,台灣 - 台南市,社會關懷,"06-2750511, 06-2750523",謝溫和
財團法人高雄基督教信義醫院,台灣 - 高雄市,醫療機構,07-332-1111,陳澄鋆 醫師
財團法人屏東基督教醫院,台灣 - 屏東縣,醫療機構,08-736-8686,卓德松
財團法人台東基督教醫院,台灣 - 台東縣,教會,089-960-888,陳玉祥 院長
財團法人台灣基督教主愛之家輔導中心,台灣 - 花蓮縣,社會關懷,03-826-0360,謝立德
聖道兒童之家,台灣 - 台北市,社會關懷,02-2820-0002,張培士女士   
財團法人台北市私立伯大尼育幼院,台灣 - 台北市,社會關懷,02-2939-6396,鮑基慧
彰化基督教醫院,台灣 - 彰化縣,醫療機構,04-723-8595,陳穆寬
埔里基督教醫院,台灣 - 南投縣,醫療機構,049-291-2151,蘇世強 醫生
台灣基督長老教會新樓醫療財團法人台南新樓醫院,台灣 - 台南市,醫療機構,06-274-8316,蔡江欽
高雄基督教家庭協談中心,台灣 - 高雄市,社會關懷,07-2810303,吳慈恩
台南基督教全人關顧教育機構,台灣 - 台南市,社會關懷,06-2280537,吳東壁
財團法人基督教沐恩之家,台灣 - 高雄市,社會關懷,07-723-0595,高英茂
財團法人恆春基督教醫院,台灣 - 屏東縣,醫療機構,08-889-2293,陳志成 醫師
財團法人臺灣基督教門諾會醫院,台灣 - 花蓮縣,教會,03-824-1234,吳鏘亮 醫師
財團法人基督教芥菜種會,台灣 - 新北市,社會關懷,02-2999-8398、02-7741-6000,吳瑞仁
美麗人生全人關懷協會,台灣 - 台北市,社會關懷,02-8931-5675,董宇正牧師
財團法人台灣基督長老教會雙連教會 附設新北市私立雙連安養中心,台灣 - 新北市,社會關懷,02-2636-5999,
神愛兒童之家,台灣 - 宜蘭縣,社會關懷,"03-951-4652,03-961-4905",史可堯
信義安養中心,台灣 - 台中市,社會關懷,04-2587-5243,張憲文
財團法人埔里鎮基督教德芬堂慈惠老人事工,台灣 - 南投縣,社會關懷,049-2912382,林麗雪
高雄縣身心障礙福利服務中心,台灣 - 高雄市,社會關懷,07-6226730,柯成宗
屏東基督教勝利之家,台灣 - 屏東縣,社會關懷,08-736-6294,陳秀琴
信望愛育幼院,台灣 - 屏東縣,社會關懷,"08-773-1202, 08-773-1644",王摩西
花蓮縣私立原住民兒童之家,台灣 - 花蓮縣,社會關懷,03-861-1341,杜珍惜
東吳大學,台灣 - 台北市,教育訓練,02-2881-9471,潘維大 教授
馬偕醫護管理專科學校,台灣 - 台北市,教育訓練,02-2858-4180,陳漢湘
財團法人新北市私立樂山療養院,台灣 - 新北市,社會關懷,02-2610-1643,張嘉芳
財團法人宜蘭縣私立慕光盲人重建中心,台灣 - 宜蘭縣,社會關懷,03-958-1001　,盧明松
中華協力會伯大尼老人寄護中心,台灣 - 新竹市,社會關懷,03-524-4222,楊菊鳳
財團法人惠明盲人福利會附設台中市私立惠明盲童育幼院,台灣 - 台中市,社會關懷,04-2566-1024,
長老教會身心障礙關懷中心,台灣 - 高雄市,社會關懷,07-2261360,王玲琇
基督教六龜山地育幼院,台灣 - 高雄市,社會關懷,07-689-1054,楊子江 牧師
基督教伯大尼之家,台灣 - 屏東縣,社會關懷,08-736-7264,許敏政 牧師
財團法人基督教門諾會附設花蓮縣私立善牧中心,台灣 - 花蓮縣,社會關懷,03-822-4614,朱玉貴 執行長
希伯來聖經教室,台灣 - 台北市,教育訓練,02-23693355,王維瑩
台北市私立衛理女子高級中學,台灣 - 台北市,教育訓練,02-2841-1487,張浣芸 女士
私立淡江高級中學,台灣 - 新北市,教育訓練,02-2620-3850,劉建政
聖約翰科技大學,台灣 - 新北市,教育訓練,02-2801-3131 # 7011,艾和昌
聖德基督學院,台灣 - 桃園市,教育訓練,03-453-2632,李惠慈
財團法人惠明盲人福利會&台中市私立惠明盲校,台灣 - 台中市,社會關懷,04-2566-1024,鄧麗蓮
台南私立長榮高級中學,台灣 - 台南市,教育訓練,06-238-1711,王昭卿
長榮大學,台灣 - 台南市,教育訓練,06-278-5123,李泳龍 校長
利未莊園,台灣 - 新北市,其他,02-24961658,曾建華
利巴嫩山莊,台灣 - 台中市,其他,04-2439-2739,王清隆 牧師
中華浸信宣道會水頭山莊,台灣 - 南投縣,其他,049-292-5552,陳曜群
中華基督教浸信會聯會嶺口山莊,台灣 - 高雄市,其他,02-2381-3283,
真理大學,台灣 - 新北市,教育訓練,02-2621-2121,陳奇銘
美國基督教効力會臺北基督學院,台灣 - 新北市,教育訓練,02-2809-7661,吳呈祥 博士
中原大學,台灣 - 桃園市,教育訓練,"03-265-9999 ,03-456-3171",張光正
東海大學,台灣 - 台中市,教育訓練,04-2359-0121,湯銘哲
基督教協同高級中學,台灣 - 嘉義縣,教育訓練,05-221-3045,俞繼光
太平洋國際大學附屬加州太平洋神學院台灣分校,台灣 - 台南市,教育訓練,06-2352821,黃主福
基督教天品山莊,台灣 - 新北市,其他,02-2672-8822,李振寬
台灣恩惠福音會福隆何烈山祈禱院,台灣 - 新北市,其他,02-2499-1048,蔡錫安
中華福音信義傳道會谷關福音中心,台灣 - 台中市,其他,04-2595-0001,洪清上
謝緯紀念營地,台灣 - 南投縣,其他,049-299-2352,林育生 牧師
墾丁伯利恆渡假中心,台灣 - 屏東縣,其他,08-8851236,朱長老
南投縣清境以馬內利休閒農場,台灣 - 南投縣,其他,049-2801077,
臺灣家庭更新協會,台灣 - 嘉義市,社會關懷,05-278-0152,陳增韡
恩典之家,台灣 - 台中市,教會,04-24866149,姚美吉
基督教國度豐收網絡,台灣 - 台北市,社會關懷,02-27048620,陳  騏
台灣基督長老教會平安基金會所屬海員漁民服務中心,台灣 - 高雄市,社會關懷,07-822-7296,翁秀琴 長老
財團法人基督教希望之光會台北辦事處,台灣 - 台北市,社會關懷,02-23278660,
鎮海前鎮教會,台灣 - 高雄市,教會,07-821-5716,潘雅慧 傳道
財團法人標竿教育基金會,台灣 - 新北市,教育訓練,02-8660-1070,張世良
澎湖吉貝佈道所,台灣 - 澎湖縣,教會,06-991-1500,穆玲玲 傳道
大津靈修營地,台灣 - 高雄市,其他,07-680-1141,阮佳生
財團法人布農文教基金會,台灣 - 台東縣,社會關懷,089-561211,白光勝
中壢霖森基督教會,台灣 - 桃園市,教會,03-468-8917,劉清隆 傳道
衛理公會永康衛理堂,台灣 - 台南市,教會,06-201-2376,金美景
先鋒青少年發展中心,台灣 - 台中市,其他,04-2683-1264,韓仁偉 牧師
社團法人台灣愛鄰社區服務協會,台灣 - 台北市,社會關懷,02-2367-6646,周莊碧明 牧師
財團法人基督教希望之光會,台灣 - 台南市,社會關懷,06-221-2520,荷溫妮 牧師
基督崇德學院,台灣 - 台北市,教育訓練,02-2331-3986,
財團法人音契文化藝術基金會,台灣 - 台北市,文化藝術,02-2585-0866,金希文
大衛會幕禱告中心,台灣 - 台北市,其他,02-2778-6774,章啟明 長老
新竹市基督教懷之青少年關懷協會,台灣 - 新竹市,社會關懷,03-533-1600,吳振發 牧師
中華循理會大雅太平分會,台灣 - 台中市,教會,04-2275-9085,陳天光 傳道
萬國敬拜與讚美台灣分會,台灣 - 台北市,宣教福音,02-2930-0021,河用仁 宣教士
中華基督教豐收事工,台灣 - 台北市,教育訓練,02-27071868,
擁愛關懷成長協會,台灣 - 台北市,社會關懷,02-2365-0626,黃慈文
基督教台灣宣教神學院,台灣 - 桃園市,教育訓練,03-347-9969,曾金助
社團法人台灣彩虹愛家生命教育協會,台灣 - 新北市,社會關懷,02-2908-0280,黃迺毓
基督教活泉教會,台灣 - 新北市,教會,02-2629-6813,宋亭萱 牧師
台灣婚姻與家庭輔導學會,台灣 - 台北市,社會關懷,02-2311-6161,許見聲
蘇澳芥菜種靈糧堂,台灣 - 宜蘭縣,教會,03-995-1582,梁朝芬 傳道
基石音樂有限公司,台灣 - 新北市,文化藝術,02-2962-5951,
台北市基督教安律福音策略聯盟協會,台灣 - 新北市,文化藝術,02-2651-8884,丁國翔
財團法人天使心家族社會福利基金會,台灣 - 台北市,社會關懷,02-2718-1165,林照程
花蓮靈糧堂,台灣 - 花蓮縣,教會,03-823-4640,蔡俊杰 牧師
台北市家庭99協會,台灣 - 台北市,社會關懷,02-2834-0172,邱然偉
中華基督教基層宣教訓練促進會,台灣 - 桃園市,教育訓練,"03-325-2761,070-1000-8268",劉民和 牧師
基督教標竿教會,台灣 - 台北市,教會,02-5581-9363,魏悌香 牧師
財團法人高雄市基督教會錫安堂,台灣 - 高雄市,教會,07-315-5571,陳錦時
社團法人台北市基督教教會聯合會,台灣 - 台北市,社會關懷,02-2652-1002,林哲寧
高雄真道福音教會,台灣 - 高雄市,教會,07-727-8096,李靜言 牧師
台北旌旗教會,台灣 - 台北市,教會,02-2345-2305,林瓊綾 牧師
有情天音樂股份有限公司,台灣 - 台中市,文化藝術,04-2201-5518,蔡東偉
基督國度豐原伯特利教會,台灣 - 台中市,教會,04-2515-0962,許麗美 傳道
基督國度溪水旁教會,台灣 - 新北市,教會,02-2675-8913,"藍明傳 牧師,   林柏嘉 牧師"
社團法人中華基督國度使命團,台灣 - 新北市,宗派中心,02-2698-1599、091813-3334 ,藍明傳
中華民國基督教師母關懷協會,台灣 - 新北市,教育訓練,0929-021-652（周姐妹）,白蔣多加師母
唐崇榮國際佈道協會台灣辦事處,台灣 - 台北市,宣教福音,02-8931-5431,宋文勝
基督教Smart Bunun兒童教育工作坊,台灣 - 台東縣,社會關懷,089-814001,
原始製作有限公司,台灣 - 台北市,文化藝術,02-3765-3577,
社團法人台中市聽障生活無障礙發展協會,台灣 - 台中市,社會關懷,04-2233-2525,潘信宏 牧師
晨星劇團,台灣 - 台北市,文化藝術,02-2599-7705,簡銘興
財團法人大甲基督教會錫安堂,台灣 - 台中市,教會,04-2688-5308,高淑芬 牧師
基督國度歌珊教會,台灣 - 台北市,教會,02-2933-6316、0935-187209,陳淑玲 傳道
基督國度教會台北利河伯之家教會,台灣 - 台北市,教會,02-2897-5891,陳永平
台北珍珠教會,台灣 - 台北市,教會,02-2368-3990,吳承昌 (Pastor Alex Wu)
巴拿巴訓練事工,台灣 - 台北市,教育訓練,02-29753827,吳碧春
台北約明首都基督教會,台灣 - 台北市,教會,02-2578-8900,
羅東佳音基督教會,台灣 - 宜蘭縣,教會,03-961-7190,劉明鑫
中華基督教聖召教會,台灣 - 桃園市,教會,03-311-5452,賴國新 牧師
蒙恩教會,台灣 - 桃園市,教會,03-333-1796,李春珠 傳道
高雄市愛修園台灣聖工訓練學會,台灣 - 高雄市,教育訓練,07-331-1330,張美燕
新眼光電視台 NETV,台灣 - 台北市,傳播媒體,02-2831-8000,李幸如
SIM 中華基督教國際事工差會,台灣 - 台北市,宣教福音,02-2365-9819,尹士俊
中華浸信宣道會西湖教會,台灣 - 台北市,教會,02-2657-1086,伍恩豐 牧師
八里復活基督教會,台灣 - 新北市,教會,02-2610-6928,陳邱玉花 牧師
耶穌為你,台灣 - 花蓮縣,文化藝術,03-8546-561,陳秋玉
長庚生命靈糧堂,台灣 - 桃園市,教會,03-318-6282,邱麗屏 牧師
財團法人信望愛資訊文化藝術基金會,台灣 - 台南市,傳播媒體,06-251-4298,陳鳳翔
天藝劇團,台灣 - 台北市,文化藝術,,
一元布偶劇團,台灣 - 新北市,文化藝術,02-7730-2028,
我心旋律音樂事工台灣辦公室,台灣 - 新竹縣,文化藝術,03-657-7087,
台灣基層福音差傳會造橋教會,台灣 - 苗栗縣,教會,037-633-567,呂以勒 牧師
蘭陽真道教會,台灣 - 宜蘭縣,教會,03-955-9465,莊炳全 牧師
社團法人台北市磐石福音遍傳協會,台灣 - 高雄市,文化藝術,07-338-4712,謝鴻文
城市生命泉純福音教會,台灣 - 台東縣,教會,089-23-3877,張信一
安平靈糧堂,台灣 - 台南市,教會,06-295-2158,陳學明 牧師
橄欖出版社,台灣 - 新北市,書房出版,02-3234-1063,
財團法人基督教加利利傳道會,台灣 - 新北市,宣教福音,02-2913-7225,
卓蘭愛遞禱告接待家庭,台灣 - 苗栗縣,其他,0930141791,山貓汝愿
三峽真道教會,台灣 - 新北市,教會,"02-2674-0691, 0955-015-928",許琪浚 牧師
喜樂佈道會大肚山支會,台灣 - 台中市,社會關懷,04-26918065,蔡美鈴 傳道
基督教宣道會豐盛堂,台灣 - 桃園市,教會,03-282-0477,李恩佩
中華基督教教會希望工程協會,台灣 - 新北市,傳播媒體,02-2690-3392,江堅誠
雅歌劇坊,台灣 - 台北市,文化藝術,02-2831-8779,
台灣啟發辦公室,台灣 - 台北市,教育訓練,02-2363-7186,鄧宙攀
社團法人高雄市飛揚褔利服務協會,台灣 - 高雄市,社會關懷,"07-651-5583 , 07-651-3710",孫玉芝
基督教使徒性復興網絡協會,台灣 - 新北市,教育訓練,"02-2749-1860, 0982136745",
華宣出版有限公司,台灣 - 新北市,書房出版,02-8228-1318,黎淑英
甘泉台福基督教會,台灣 - 屏東縣,教會,08-796-2254,粘錫墇 傳道
改革宗神學協會珍愛家庭中心,台灣 - 台北市,社會關懷,02-2718-1110 轉 222,
台北聖道福音教會,台灣 - 台北市,教會,02-2518-1333,
中華浸信宣道會武昌生命泉教會,台灣 - 高雄市,教會,07-555-7787,簡博誼 牧師
史汝樂世界宣教團隊台灣宣教事奉中心,台灣 - 高雄市,宣教福音,07-561-9531,林弟兄
磐石傳播協會,台灣 - 台北市,傳播媒體,02-27692551,吳青玉
基督教行道會東港牧鄰教會,台灣 - 屏東縣,教會,08-833-6800,林忠祥 牧師
一粒麥子社會福利慈善事業基金會,台灣 - 台東縣,社會關懷,089-960-200,羅靜心
農業使命團契,台灣 - 台中市,其他,04-2211-1795,林良有
