醫療機構名稱,地址,電話,垂直整合策略聯盟/主責醫事機構,終止合約或歇業日期
王嘉興診所,新北市泰山區明志路1段271號,02-85314123,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
黃耀立診所,新北市泰山區明志路1段391號,02-29097080,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
蔡興龍小兒科診所,新北市泰山區明志路2段422號,02-22093645,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
泰和診所,新北市泰山區明志路2段62號,02-85315320,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
陽明外科診所,新北市泰山區泰林路2段152號,02-29099238,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
溫法烈耳鼻喉科診所,新北市泰山區泰林路2段175號,02-29098253,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
康泰診所,新北市泰山區泰林路2段290號1、2樓,02-22975888,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
和新診所,新北市新莊區八德街3號1樓,02-22071315,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
禾新耳鼻喉科診所,新北市新莊區八德街3號1樓,02-22071315,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
中平耳鼻喉科診所,新北市新莊區中平路29號1樓．31號2樓．33號2樓,02-29977307,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
家豐診所,新北市新莊區中正路377巷5號1至2樓及地下室、3號1樓,02-22062239,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
新北市新莊區衛生所,新北市新莊區中華路1段2號1至4樓,02-29967123,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
林定參診所,新北市新莊區民安西路211號1樓,02-22070390,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
邱欽斌小兒科診所,新北市新莊區民安路141號1樓、141－1號2樓,02-22050717,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
錦明耳鼻喉科診所,新北市新莊區民安路195號,02-22028080,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
麗新皮膚科診所,新北市新莊區自信里幸福路559號1樓,02-89938989,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
劉長達婦產科診所,新北市新莊區幸福路684號1、2樓,02-29961672,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
新和耳鼻喉科診所,新北市新莊區幸福路69號,02-29938636,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
春詠診所,新北市新莊區南港里龍安路278巷2號1樓,02-22033355,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
新莊惠欣婦產科小兒科診所,新北市新莊區建中街72－1號1、2、3、4樓,02-29902299,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
盛豐診所,新北市新莊區後港一路29號2、3樓,02-22062339,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
恩典診所,新北市新莊區後港一路55號1樓,02-22072001,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
志銘小兒科診所,新北市新莊區富國路200號1樓,02-22068999,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
柯誠立婦產科診所,新北市新莊區新泰路171號1樓,02-29926552,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
成泰診所,新北市新莊區新泰路70號1樓,02-29945902,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
家慈診所,新北市新莊區福壽街67號1、2樓,02-29942300,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
至祥診所,新北市新莊區龍安路78號1樓,02-29047700,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
遠祺婦產科診所,新北市樹林區中華路112號1、2樓，112－1號1、2樓,02-86865966,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
健群診所,新北市蘆洲區中華街71號1、2樓,02-28487669,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
建群診所,新北市蘆洲區中華街71號1、2樓,02-28487669,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院林口長庚紀念醫院雁行團隊/長庚醫療財團法人林口長庚紀念醫院,
熊明旺耳鼻喉科診所,新北市板橋區中山路二段84之2號1樓、2樓,02-89525545,馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院馬偕共好醫療照護合作團隊/台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院雙和醫院分級醫療雙向轉診共好合作聯盟/衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉彰化基督教醫院合作聯盟/彰化基督教醫療財團法人彰化基督教醫院,
